"filename", "language", "Python", "JSON", "CSS", "comment", "blank", "total"
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\biopsy_localization_prototyping.py", "Python", -250, 0, 0, -157, -106, -513
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\centroid_finder.py", "Python", -16, 0, 0, 0, -10, -26
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\kD_data_tree_class.py", "Python", -65, 0, 0, -4, -14, -83
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\loading_tools.py", "Python", -53, 0, 0, -9, -12, -74
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\math_funcs.py", "Python", -179, 0, 0, -36, -48, -263
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\misc_tools.py", "Python", -19, 0, 0, 0, -1, -20
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\my-lib\__init__.py", "Python", 0, 0, 0, 0, -1, -1
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\pca.py", "Python", -13, 0, 0, -2, -4, -19
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\plotting_funcs.py", "Python", -580, 0, 0, -25, -148, -753
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\point_containment_tools.py", "Python", -213, 0, 0, -33, -63, -309
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\ques_funcs.py", "Python", -46, 0, 0, -13, -7, -66
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\rich_preambles.py", "Python", -169, 0, 0, -5, -36, -210
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\stopwatch_textual.py", "Python", -68, 0, 0, -15, -24, -107
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\test_textual.py", "Python", -9, 0, 0, 0, -3, -12
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\uncertainty_file_writer.py", "Python", -42, 0, 0, -3, -11, -56
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\uncertainty_processor.py", "Python", -2, 0, 0, 0, -1, -3
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\Junk\MC_sim_proof_of_conc.py", "Python", 53, 0, 0, 0, 14, 67
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\Junk\MC_toy_model_funcs.py", "Python", 60, 0, 0, 3, 15, 78
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\Junk\equi_dist_point_cyl_generator.py", "Python", 65, 0, 0, 10, 19, 94
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\Junk\open3d_voxelization_test.py", "Python", 13, 0, 0, 1, 2, 16
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\Junk\surface_reconstruction.py", "Python", 0, 0, 0, 34, 7, 41
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\Junk\test_book.ipynb", "JSON", 0, 2352, 0, 0, 1, 2353
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\Junk\test_delauney_triangulation.py", "Python", 60, 0, 0, 19, 19, 98
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\Junk\test_write.py", "Python", 19, 0, 0, 0, 7, 26
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\MC_simulator_convex.py", "Python", 1012, 0, 0, 116, 285, 1413
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\Stopwatch_textual.css", "CSS", 0, 0, 26, 0, 5, 31
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\anatomy_reconstructor_tools.py", "Python", 345, 0, 0, 31, 51, 427
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\biopsy_creator.py", "Python", 283, 0, 0, 116, 142, 541
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\biopsy_localization_convex_main.py", "Python", 2416, 0, 0, 418, 495, 3329
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\biopsy_localization_prototyping.py", "Python", 250, 0, 0, 157, 106, 513
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\centroid_finder.py", "Python", 22, 0, 0, 0, 12, 34
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\kD_data_tree_class.py", "Python", 65, 0, 0, 4, 14, 83
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\loading_tools.py", "Python", 53, 0, 0, 9, 12, 74
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\math_funcs.py", "Python", 182, 0, 0, 37, 48, 267
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\misc_tools.py", "Python", 22, 0, 0, 3, 6, 31
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\my-lib\__init__.py", "Python", 0, 0, 0, 0, 1, 1
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\pca.py", "Python", 13, 0, 0, 2, 4, 19
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\plotting_funcs.py", "Python", 580, 0, 0, 25, 148, 753
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\point_containment_tools.py", "Python", 213, 0, 0, 33, 63, 309
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\ques_funcs.py", "Python", 46, 0, 0, 13, 7, 66
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\rich_preambles.py", "Python", 169, 0, 0, 5, 36, 210
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\stopwatch_textual.py", "Python", 68, 0, 0, 15, 24, 107
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\test_textual.py", "Python", 9, 0, 0, 0, 3, 12
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\uncertainty_file_writer.py", "Python", 42, 0, 0, 3, 11, 56
"e:\UBC\Research\Biopsy localisation\biopsy-localization-python-MM\biopsylocalization-python\python_files_dcm_meta_based\uncertainty_processor.py", "Python", 2, 0, 0, 0, 1, 3
"Total", "-", 691, 1264, 0, 68, 186, 2209
